row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,subcategory,product_name,sales,quantity,discount,profit
4433,CA-2016-168893,2016-11-03,2016-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,241.0,5,0.0,9158.0
4434,CA-2016-168893,2016-11-03,2016-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,875.0,1,0.0,2625.0
4435,CA-2016-168893,2016-11-03,2016-11-08,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,42420,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,84294.0,3,0.0,1601586.0
4436,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2182.0,1,0.8,-36003.0
4437,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003217,Office Supplies,Art,Newell 316,27384.0,7,0.2,27384.0
4438,CA-2016-163398,2016-05-03,2016-05-08,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26406.0,3,0.8,-712962.0
4439,CA-2016-162726,2016-12-27,2017-01-02,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Port Arthur,Texas,77642,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,10368.0,2,0.2,36288.0
4440,CA-2016-162726,2016-12-27,2017-01-02,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Port Arthur,Texas,77642,Central,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",2368.0,4,0.2,74.0
4441,US-2016-111290,2016-07-22,2016-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,10995.0,1,0.0,362835.0
4442,US-2016-111290,2016-07-22,2016-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,96585.0,5,0.0,135219.0
4443,US-2016-111290,2016-07-22,2016-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,292.0,5,0.0,10512.0
4444,US-2016-111290,2016-07-22,2016-07-26,Standard Class,DK-13375,Dennis Kane,Consumer,United States,Westland,Michigan,48185,Central,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,324.0,5,0.0,15552.0
4445,US-2014-147704,2014-11-16,2014-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",7835.0,5,0.0,368245.0
4446,US-2014-147704,2014-11-16,2014-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,3168.0,6,0.0,14256.0
4447,US-2014-147704,2014-11-16,2014-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,2912.0,4,0.0,142688.0
4448,US-2014-147704,2014-11-16,2014-11-21,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",16945.0,5,0.0,423625.0
4449,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,1256.0,2,0.0,40192.0
4450,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,648.0,1,0.0,31104.0
4451,CA-2015-121965,2015-06-19,2015-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,18669.0,3,0.0,877443.0
4452,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",254.0,5,0.0,8636.0
4453,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",4396.0,2,0.0,206612.0
4454,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279165.0,5,0.15,225735.0
4455,CA-2016-147137,2016-07-04,2016-07-06,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,2792.0,4,0.0,5584.0
4456,US-2015-146745,2015-09-03,2015-09-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129568.0,2,0.2,-129568.0
4457,US-2015-146745,2015-09-03,2015-09-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6368.0,2,0.2,21492.0
4458,CA-2017-115175,2017-08-07,2017-08-12,Standard Class,MC-17575,Matt Collins,Consumer,United States,San Jose,California,95123,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,24455.0,5,0.0,1149385.0
4459,CA-2017-105851,2017-03-13,2017-03-20,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Denver,Colorado,80219,West,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332496.0,2,0.2,-2998116.0
4460,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32776.0,1,0.2,32776.0
4461,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147184.0,2,0.2,-294368.0
4462,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54384.0,2,0.2,13596.0
4463,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76776.0,4,0.7,-588616.0
4465,US-2017-125717,2017-09-28,2017-10-01,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209792.0,2,0.2,26224.0
4466,CA-2015-163895,2015-08-07,2015-08-11,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Boise,Idaho,83704,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3304.0,1,0.2,11151.0
4467,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",1638.0,9,0.0,7371.0
4468,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,16796.0,2,0.0,789412.0
4469,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321568.0,2,0.2,-160784.0
4470,CA-2017-168641,2017-11-24,2017-12-01,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,1296.0,2,0.0,62208.0
4471,CA-2017-156895,2017-05-08,2017-05-12,Standard Class,DJ-13510,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128058.0,3,0.3,-237822.0
4472,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63686.0,1,0.3,-154666.0
4473,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,239976.0,3,0.2,659934.0
4474,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,34422.0,2,0.4,-189321.0
4475,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,15552.0,3,0.2,54432.0
4476,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21248.0,4,0.2,74368.0
4477,CA-2017-121300,2017-09-29,2017-09-29,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,Mentor,Ohio,44060,East,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,8448.0,2,0.2,264.0
4478,CA-2017-130211,2017-10-22,2017-10-22,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,33309.0,3,0.0,233163.0
4479,CA-2017-130211,2017-10-22,2017-10-22,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Lawton,Oklahoma,73505,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,24898.0,2,0.0,547756.0
4480,CA-2014-147235,2014-03-24,2014-03-28,Standard Class,CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,249.0,5,0.0,11703.0
4481,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,1526.0,7,0.0,50358.0
4482,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,4332.0,2,0.0,142956.0
4483,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43584.0,12,0.2,157992.0
4484,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,11628.0,3,0.0,569772.0
4485,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9296.0,2,0.2,30212.0
4486,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,1944.0,3,0.0,93312.0
4487,CA-2016-109365,2016-11-03,2016-11-08,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,31455.0,3,0.0,150984.0
4488,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1627.0,5,0.8,-252185.0
4489,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,6912.0,9,0.2,-14688.0
4490,CA-2015-162621,2015-09-05,2015-09-11,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",447.0,3,0.8,-78225.0
4491,CA-2017-105921,2017-08-14,2017-08-21,Standard Class,JM-15250,Janet Martin,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418296.0,3,0.2,52287.0
4492,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659988.0,2,0.4,109998.0
4493,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8128.0,2,0.2,14224.0
4494,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36288.0,7,0.2,127008.0
4495,CA-2014-150798,2014-12-01,2014-12-03,Second Class,JK-15730,Joe Kamberova,Consumer,United States,Columbus,Ohio,43229,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,90972.0,6,0.3,-51984.0
4496,CA-2017-112753,2017-06-18,2017-06-23,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90032,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",9179235.0,9,0.15,755937.0
4497,CA-2017-112753,2017-06-18,2017-06-23,Standard Class,CC-12670,Craig Carreira,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,3888.0,6,0.0,190512.0
4498,CA-2017-155075,2017-12-02,2017-12-09,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631176.0,4,0.7,-4628624.0
4499,CA-2014-103401,2014-11-21,2014-11-26,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,1296.0,2,0.0,62208.0
4500,CA-2016-124814,2016-04-10,2016-04-16,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,1296.0,2,0.0,62208.0
4501,CA-2016-124814,2016-04-10,2016-04-16,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Bakersfield,California,93309,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",232.0,5,0.2,812.0
4502,CA-2014-116757,2014-06-30,2014-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,2592.0,5,0.2,9072.0
4503,CA-2014-116757,2014-06-30,2014-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095,Central,OFF-FA-10002815,Office Supplies,Fasteners,Staples,21312.0,6,0.2,71928.0
4504,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173656.0,7,0.2,173656.0
4505,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,36196.0,2,0.0,1013488.0
4506,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,6285.0,3,0.0,131985.0
4507,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818376.0,3,0.2,511485.0
4508,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,2034.0,1,0.0,2034.0
4509,US-2014-138247,2014-12-24,2014-12-29,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",2399.0,1,0.0,55177.0
4510,CA-2017-167003,2017-05-23,2017-05-29,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Los Angeles,California,90036,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171288.0,3,0.2,-64233.0
4511,CA-2016-119935,2016-11-10,2016-11-14,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,65807,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,373.0,2,0.0,17158.0
4512,CA-2016-119935,2016-11-10,2016-11-14,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Springfield,Missouri,65807,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",8196.0,2,0.0,393408.0
4513,CA-2016-118969,2016-10-02,2016-10-03,First Class,LP-17095,Liz Preis,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54792.0,6,0.7,-401808.0
4514,CA-2016-145240,2016-09-06,2016-09-08,First Class,BG-11740,Bruce Geld,Consumer,United States,Houston,Texas,77070,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10784.0,1,0.2,8088.0
4515,CA-2016-120873,2016-10-27,2016-11-01,Second Class,BW-11200,Ben Wallace,Consumer,United States,Hampton,Virginia,23666,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,29098.0,1,0.0,756548.0
4516,US-2017-111920,2017-10-22,2017-10-26,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,3644.0,4,0.0,120252.0
4517,US-2016-128678,2016-09-15,2016-09-20,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",214.0,5,0.0,10058.0
4518,US-2016-128678,2016-09-15,2016-09-20,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48664.0,7,0.2,158158.0
4519,CA-2016-101385,2016-09-25,2016-10-01,Standard Class,JW-16075,Julia West,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,1656.0,4,0.0,69552.0
4520,CA-2017-107167,2017-06-10,2017-06-14,Standard Class,ND-18460,Neil Ducich,Corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",134752.0,8,0.2,8422.0
4521,CA-2014-109491,2014-02-20,2014-02-26,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,6231.0,3,0.0,224316.0
4522,CA-2014-109491,2014-02-20,2014-02-26,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",2032.0,4,0.0,69088.0
4523,CA-2017-105445,2017-02-20,2017-02-25,Second Class,BP-11095,Bart Pistole,Corporate,United States,Louisville,Colorado,80027,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,9432.0,3,0.2,30654.0
4524,CA-2014-107454,2014-11-02,2014-11-06,Standard Class,RD-19720,Roger Demir,Consumer,United States,New York City,New York,10024,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3486.0,7,0.0,160356.0
4525,CA-2014-107454,2014-11-02,2014-11-06,Standard Class,RD-19720,Roger Demir,Consumer,United States,New York City,New York,10024,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,8934.0,6,0.0,241218.0
4526,US-2017-105046,2017-07-17,2017-07-23,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440,East,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,26998.0,2,0.0,67495.0
4527,US-2017-105046,2017-07-17,2017-07-23,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,999.0,5,0.0,47952.0
4528,US-2017-105046,2017-07-17,2017-07-23,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Rome,New York,13440,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,3908.0,4,0.0,144596.0
4529,CA-2017-152856,2017-09-08,2017-09-10,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Marion,Ohio,43302,East,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,116832.0,4,0.2,335892.0
4530,CA-2016-134691,2016-11-14,2016-11-18,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2296.0,2,0.8,-39032.0
4531,CA-2016-118759,2016-11-14,2016-11-17,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,408006.0,2,0.1,725344.0
4532,CA-2016-118759,2016-11-14,2016-11-17,First Class,MB-17305,Maria Bertelson,Consumer,United States,New York City,New York,10009,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",4044.0,3,0.0,105144.0
4533,CA-2014-140403,2014-10-10,2014-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122352.0,3,0.2,137646.0
4534,CA-2014-140403,2014-10-10,2014-10-10,Same Day,TN-21040,Tanja Norvell,Home Office,United States,Manteca,California,95336,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",1528.0,2,0.0,74872.0
4535,CA-2015-163104,2015-03-19,2015-03-26,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004,West,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,1196.0,2,0.0,58604.0
4536,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",1584.0,3,0.0,49104.0
4537,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,86376.0,3,0.2,302316.0
4538,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,1824.0,3,0.0,62016.0
4539,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Seattle,Washington,98115,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,1312.0,4,0.0,43296.0
4540,CA-2015-104129,2015-02-27,2015-03-02,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908,East,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,10598.0,2,0.0,10598.0
4541,CA-2015-104129,2015-02-27,2015-03-02,Standard Class,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",49392.0,7,0.3,-28224.0
4542,US-2017-132206,2017-06-16,2017-06-21,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,5936.0,7,0.8,-8904.0
4543,CA-2017-113474,2017-03-30,2017-03-31,First Class,TM-21490,Tony Molinari,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-EN-10004206,Office Supplies,Envelopes,Multimedia Mailers,32586.0,2,0.0,1498956.0
